hilo,fase,tipoError,item,error
taskExecutor-3,READ,FlatFileParseException,"681,2024-13-01,1000,credito","Parsing error at line: 682 in resource=[class path resource [data/transacciones.csv]], input=[681,2024-13-01,1000,credito]"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=692, fecha=2024-09-15, monto=null, tipo='credito'}","Transaccion incompleta: Transaccion{id=692, fecha=2024-09-15, monto=null, tipo='credito'}"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=693, fecha=2024-02-13, monto=null, tipo='credito'}","Transaccion incompleta: Transaccion{id=693, fecha=2024-02-13, monto=null, tipo='credito'}"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=695, fecha=2024-10-20, monto=-200, tipo='invalid'}","Transaccion 695 con tipo no valido: invalid"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=696, fecha=2024-05-11, monto=700, tipo='invalid'}","Transaccion 696 con tipo no valido: invalid"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=697, fecha=2024-02-01, monto=800, tipo='invalid'}","Transaccion 697 con tipo no valido: invalid"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=698, fecha=2024-09-29, monto=700, tipo='invalid'}","Transaccion 698 con tipo no valido: invalid"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=699, fecha=2024-12-10, monto=800, tipo='desconocido'}","Transaccion 699 con tipo no valido: desconocido"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=701, fecha=2024-02-01, monto=3000, tipo='desconocido'}","Transaccion 701 con tipo no valido: desconocido"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=703, fecha=2024-05-05, monto=1500, tipo='invalid'}","Transaccion 703 con tipo no valido: invalid"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=704, fecha=2024-02-19, monto=800, tipo='invalid'}","Transaccion 704 con tipo no valido: invalid"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=709, fecha=2024-05-01, monto=1500, tipo='invalid'}","Transaccion 709 con tipo no valido: invalid"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=711, fecha=2024-12-06, monto=null, tipo='invalid'}","Transaccion incompleta: Transaccion{id=711, fecha=2024-12-06, monto=null, tipo='invalid'}"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=712, fecha=2024-09-11, monto=null, tipo='debito'}","Transaccion incompleta: Transaccion{id=712, fecha=2024-09-11, monto=null, tipo='debito'}"
taskExecutor-3,READ,FlatFileParseException,"702,2024-13-01,,debito","Parsing error at line: 703 in resource=[class path resource [data/transacciones.csv]], input=[702,2024-13-01,,debito]"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=713, fecha=2024-07-12, monto=null, tipo='invalid'}","Transaccion incompleta: Transaccion{id=713, fecha=2024-07-12, monto=null, tipo='invalid'}"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=714, fecha=2024-06-21, monto=700, tipo='invalid'}","Transaccion 714 con tipo no valido: invalid"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=715, fecha=2024-07-07, monto=700, tipo='invalid'}","Transaccion 715 con tipo no valido: invalid"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=717, fecha=2024-03-22, monto=1200, tipo='desconocido'}","Transaccion 717 con tipo no valido: desconocido"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=718, fecha=2024-08-25, monto=700, tipo='invalid'}","Transaccion 718 con tipo no valido: invalid"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=719, fecha=2024-09-04, monto=1000, tipo='invalid'}","Transaccion 719 con tipo no valido: invalid"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=720, fecha=2024-11-27, monto=1500, tipo='desconocido'}","Transaccion 720 con tipo no valido: desconocido"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=721, fecha=2024-05-25, monto=null, tipo='debito'}","Transaccion incompleta: Transaccion{id=721, fecha=2024-05-25, monto=null, tipo='debito'}"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=725, fecha=2024-02-06, monto=1000, tipo='desconocido'}","Transaccion 725 con tipo no valido: desconocido"
taskExecutor-3,READ,FlatFileParseException,"716,2024-13-01,-200,debito","Parsing error at line: 717 in resource=[class path resource [data/transacciones.csv]], input=[716,2024-13-01,-200,debito]"
taskExecutor-3,READ,FlatFileParseException,"722,2024-13-01,1200,credito","Parsing error at line: 723 in resource=[class path resource [data/transacciones.csv]], input=[722,2024-13-01,1200,credito]"
taskExecutor-3,READ,FlatFileParseException,"724,2024-13-01,1200,debito","Parsing error at line: 725 in resource=[class path resource [data/transacciones.csv]], input=[724,2024-13-01,1200,debito]"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=728, fecha=2024-12-09, monto=1500, tipo='invalid'}","Transaccion 728 con tipo no valido: invalid"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=731, fecha=2024-09-04, monto=null, tipo='credito'}","Transaccion incompleta: Transaccion{id=731, fecha=2024-09-04, monto=null, tipo='credito'}"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=733, fecha=2024-03-18, monto=1000, tipo='desconocido'}","Transaccion 733 con tipo no valido: desconocido"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=736, fecha=2024-05-11, monto=1500, tipo='desconocido'}","Transaccion 736 con tipo no valido: desconocido"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=737, fecha=2024-03-17, monto=800, tipo='invalid'}","Transaccion 737 con tipo no valido: invalid"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=738, fecha=2024-06-30, monto=3000, tipo='invalid'}","Transaccion 738 con tipo no valido: invalid"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=739, fecha=2024-03-20, monto=3000, tipo='invalid'}","Transaccion 739 con tipo no valido: invalid"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=742, fecha=2024-05-14, monto=3000, tipo='invalid'}","Transaccion 742 con tipo no valido: invalid"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=745, fecha=2024-12-23, monto=null, tipo='invalid'}","Transaccion incompleta: Transaccion{id=745, fecha=2024-12-23, monto=null, tipo='invalid'}"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=746, fecha=2024-06-08, monto=1500, tipo='invalid'}","Transaccion 746 con tipo no valido: invalid"
taskExecutor-3,READ,FlatFileParseException,"741,2024-13-01,1200,credito","Parsing error at line: 742 in resource=[class path resource [data/transacciones.csv]], input=[741,2024-13-01,1200,credito]"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=749, fecha=2024-06-20, monto=1200, tipo='invalid'}","Transaccion 749 con tipo no valido: invalid"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=751, fecha=2024-11-13, monto=3000, tipo='invalid'}","Transaccion 751 con tipo no valido: invalid"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=752, fecha=2024-05-02, monto=null, tipo='invalid'}","Transaccion incompleta: Transaccion{id=752, fecha=2024-05-02, monto=null, tipo='invalid'}"
taskExecutor-3,READ,FlatFileParseException,"755,2024-13-01,1200,invalid","Parsing error at line: 756 in resource=[class path resource [data/transacciones.csv]], input=[755,2024-13-01,1200,invalid]"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=758, fecha=2024-06-14, monto=1200, tipo='invalid'}","Transaccion 758 con tipo no valido: invalid"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=763, fecha=2024-07-23, monto=3000, tipo='invalid'}","Transaccion 763 con tipo no valido: invalid"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=765, fecha=2024-06-26, monto=null, tipo='credito'}","Transaccion incompleta: Transaccion{id=765, fecha=2024-06-26, monto=null, tipo='credito'}"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=768, fecha=2024-12-25, monto=700, tipo='invalid'}","Transaccion 768 con tipo no valido: invalid"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=769, fecha=2024-11-25, monto=-200, tipo='invalid'}","Transaccion 769 con tipo no valido: invalid"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=771, fecha=2024-12-24, monto=null, tipo='debito'}","Transaccion incompleta: Transaccion{id=771, fecha=2024-12-24, monto=null, tipo='debito'}"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=772, fecha=2024-09-05, monto=1500, tipo='invalid'}","Transaccion 772 con tipo no valido: invalid"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=773, fecha=2024-03-19, monto=null, tipo='debito'}","Transaccion incompleta: Transaccion{id=773, fecha=2024-03-19, monto=null, tipo='debito'}"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=775, fecha=2024-04-06, monto=-200, tipo='invalid'}","Transaccion 775 con tipo no valido: invalid"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=780, fecha=2024-02-16, monto=1200, tipo='desconocido'}","Transaccion 780 con tipo no valido: desconocido"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=781, fecha=2024-01-12, monto=700, tipo='invalid'}","Transaccion 781 con tipo no valido: invalid"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=782, fecha=2024-11-18, monto=null, tipo='credito'}","Transaccion incompleta: Transaccion{id=782, fecha=2024-11-18, monto=null, tipo='credito'}"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=784, fecha=2024-08-09, monto=null, tipo='credito'}","Transaccion incompleta: Transaccion{id=784, fecha=2024-08-09, monto=null, tipo='credito'}"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=785, fecha=2024-05-07, monto=null, tipo='debito'}","Transaccion incompleta: Transaccion{id=785, fecha=2024-05-07, monto=null, tipo='debito'}"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=786, fecha=2024-08-25, monto=null, tipo='invalid'}","Transaccion incompleta: Transaccion{id=786, fecha=2024-08-25, monto=null, tipo='invalid'}"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=788, fecha=2024-10-31, monto=null, tipo='debito'}","Transaccion incompleta: Transaccion{id=788, fecha=2024-10-31, monto=null, tipo='debito'}"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=790, fecha=2024-11-11, monto=1000, tipo='credito'}","Transaccion duplicada omitida: Transaccion{id=790, fecha=2024-11-11, monto=1000, tipo='credito'}"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=792, fecha=2024-07-08, monto=-200, tipo='invalid'}","Transaccion 792 con tipo no valido: invalid"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=793, fecha=2024-12-04, monto=1200, tipo='desconocido'}","Transaccion 793 con tipo no valido: desconocido"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=794, fecha=2024-12-30, monto=null, tipo='credito'}","Transaccion incompleta: Transaccion{id=794, fecha=2024-12-30, monto=null, tipo='credito'}"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=796, fecha=2024-01-16, monto=-200, tipo='invalid'}","Transaccion 796 con tipo no valido: invalid"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=800, fecha=2024-01-27, monto=-100, tipo='invalid'}","Transaccion 800 con tipo no valido: invalid"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=801, fecha=2024-01-14, monto=null, tipo='invalid'}","Transaccion incompleta: Transaccion{id=801, fecha=2024-01-14, monto=null, tipo='invalid'}"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=803, fecha=2024-02-12, monto=1200, tipo='desconocido'}","Transaccion 803 con tipo no valido: desconocido"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=804, fecha=2024-07-11, monto=-200, tipo='invalid'}","Transaccion 804 con tipo no valido: invalid"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=805, fecha=2024-10-17, monto=null, tipo='debito'}","Transaccion incompleta: Transaccion{id=805, fecha=2024-10-17, monto=null, tipo='debito'}"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=806, fecha=2024-01-14, monto=-200, tipo='invalid'}","Transaccion 806 con tipo no valido: invalid"
taskExecutor-3,READ,FlatFileParseException,"799,2024-13-01,3000,debito","Parsing error at line: 800 in resource=[class path resource [data/transacciones.csv]], input=[799,2024-13-01,3000,debito]"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=809, fecha=2024-01-18, monto=-200, tipo='invalid'}","Transaccion 809 con tipo no valido: invalid"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=810, fecha=2024-10-13, monto=null, tipo='credito'}","Transaccion incompleta: Transaccion{id=810, fecha=2024-10-13, monto=null, tipo='credito'}"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=811, fecha=2024-07-24, monto=1200, tipo='debito'}","Transaccion duplicada omitida: Transaccion{id=811, fecha=2024-07-24, monto=1200, tipo='debito'}"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=812, fecha=2024-05-20, monto=null, tipo='invalid'}","Transaccion incompleta: Transaccion{id=812, fecha=2024-05-20, monto=null, tipo='invalid'}"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=813, fecha=2024-03-17, monto=1200, tipo='invalid'}","Transaccion 813 con tipo no valido: invalid"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=815, fecha=2024-11-19, monto=null, tipo='debito'}","Transaccion incompleta: Transaccion{id=815, fecha=2024-11-19, monto=null, tipo='debito'}"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=816, fecha=2024-01-28, monto=null, tipo='invalid'}","Transaccion incompleta: Transaccion{id=816, fecha=2024-01-28, monto=null, tipo='invalid'}"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=817, fecha=2024-07-10, monto=3000, tipo='invalid'}","Transaccion 817 con tipo no valido: invalid"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=819, fecha=2024-06-13, monto=700, tipo='invalid'}","Transaccion 819 con tipo no valido: invalid"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=821, fecha=2024-04-07, monto=null, tipo='debito'}","Transaccion incompleta: Transaccion{id=821, fecha=2024-04-07, monto=null, tipo='debito'}"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=825, fecha=2024-05-14, monto=700, tipo='invalid'}","Transaccion 825 con tipo no valido: invalid"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=828, fecha=2024-05-23, monto=1500, tipo='invalid'}","Transaccion 828 con tipo no valido: invalid"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=837, fecha=2024-07-10, monto=1200, tipo='invalid'}","Transaccion 837 con tipo no valido: invalid"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=841, fecha=2024-08-15, monto=0, tipo='invalid'}","Transaccion 841 con tipo no valido: invalid"
taskExecutor-3,READ,FlatFileParseException,"829,2024-13-01,3000,debito","Parsing error at line: 830 in resource=[class path resource [data/transacciones.csv]], input=[829,2024-13-01,3000,debito]"
taskExecutor-3,READ,FlatFileParseException,"835,2024-13-01,1500,credito","Parsing error at line: 836 in resource=[class path resource [data/transacciones.csv]], input=[835,2024-13-01,1500,credito]"
taskExecutor-3,READ,FlatFileParseException,"838,2024-13-01,,credito","Parsing error at line: 839 in resource=[class path resource [data/transacciones.csv]], input=[838,2024-13-01,,credito]"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=845, fecha=2024-08-31, monto=1500, tipo='invalid'}","Transaccion 845 con tipo no valido: invalid"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=846, fecha=2024-08-30, monto=null, tipo='credito'}","Transaccion incompleta: Transaccion{id=846, fecha=2024-08-30, monto=null, tipo='credito'}"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=851, fecha=2024-03-23, monto=null, tipo='credito'}","Transaccion incompleta: Transaccion{id=851, fecha=2024-03-23, monto=null, tipo='credito'}"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=853, fecha=2024-07-03, monto=700, tipo='desconocido'}","Transaccion 853 con tipo no valido: desconocido"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=858, fecha=2024-11-12, monto=null, tipo='credito'}","Transaccion incompleta: Transaccion{id=858, fecha=2024-11-12, monto=null, tipo='credito'}"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=860, fecha=2024-02-08, monto=-200, tipo='invalid'}","Transaccion 860 con tipo no valido: invalid"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=862, fecha=2024-07-24, monto=null, tipo='debito'}","Transaccion incompleta: Transaccion{id=862, fecha=2024-07-24, monto=null, tipo='debito'}"
taskExecutor-3,READ,FlatFileParseException,"852,2024-13-01,1000,invalid","Parsing error at line: 853 in resource=[class path resource [data/transacciones.csv]], input=[852,2024-13-01,1000,invalid]"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=867, fecha=2024-03-12, monto=-200, tipo='invalid'}","Transaccion 867 con tipo no valido: invalid"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=868, fecha=2024-11-20, monto=null, tipo='invalid'}","Transaccion incompleta: Transaccion{id=868, fecha=2024-11-20, monto=null, tipo='invalid'}"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=870, fecha=2024-06-23, monto=1200, tipo='desconocido'}","Transaccion 870 con tipo no valido: desconocido"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=873, fecha=2024-12-23, monto=null, tipo='credito'}","Transaccion incompleta: Transaccion{id=873, fecha=2024-12-23, monto=null, tipo='credito'}"
taskExecutor-3,READ,FlatFileParseException,"863,2024-13-01,-200,invalid","Parsing error at line: 864 in resource=[class path resource [data/transacciones.csv]], input=[863,2024-13-01,-200,invalid]"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=874, fecha=2024-12-20, monto=-200, tipo='invalid'}","Transaccion 874 con tipo no valido: invalid"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=875, fecha=2024-09-01, monto=null, tipo='invalid'}","Transaccion incompleta: Transaccion{id=875, fecha=2024-09-01, monto=null, tipo='invalid'}"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=877, fecha=2024-03-19, monto=null, tipo='credito'}","Transaccion incompleta: Transaccion{id=877, fecha=2024-03-19, monto=null, tipo='credito'}"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=878, fecha=2024-01-08, monto=null, tipo='invalid'}","Transaccion incompleta: Transaccion{id=878, fecha=2024-01-08, monto=null, tipo='invalid'}"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=879, fecha=2024-07-05, monto=null, tipo='debito'}","Transaccion incompleta: Transaccion{id=879, fecha=2024-07-05, monto=null, tipo='debito'}"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=881, fecha=2024-11-06, monto=-100, tipo='invalid'}","Transaccion 881 con tipo no valido: invalid"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=882, fecha=2024-07-08, monto=null, tipo='credito'}","Transaccion incompleta: Transaccion{id=882, fecha=2024-07-08, monto=null, tipo='credito'}"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=883, fecha=2024-04-03, monto=-200, tipo='invalid'}","Transaccion 883 con tipo no valido: invalid"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=888, fecha=2024-12-25, monto=null, tipo='debito'}","Transaccion incompleta: Transaccion{id=888, fecha=2024-12-25, monto=null, tipo='debito'}"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=891, fecha=2024-12-24, monto=3000, tipo='invalid'}","Transaccion 891 con tipo no valido: invalid"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=893, fecha=2024-11-06, monto=1000, tipo='invalid'}","Transaccion 893 con tipo no valido: invalid"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=894, fecha=2024-10-30, monto=null, tipo='credito'}","Transaccion incompleta: Transaccion{id=894, fecha=2024-10-30, monto=null, tipo='credito'}"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=901, fecha=2024-06-22, monto=-200, tipo='invalid'}","Transaccion 901 con tipo no valido: invalid"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=902, fecha=2024-01-30, monto=1200, tipo='invalid'}","Transaccion 902 con tipo no valido: invalid"
taskExecutor-3,READ,FlatFileParseException,"896,2024-13-01,1500,debito","Parsing error at line: 897 in resource=[class path resource [data/transacciones.csv]], input=[896,2024-13-01,1500,debito]"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=906, fecha=2024-01-19, monto=null, tipo='invalid'}","Transaccion incompleta: Transaccion{id=906, fecha=2024-01-19, monto=null, tipo='invalid'}"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=910, fecha=2024-08-08, monto=3000, tipo='invalid'}","Transaccion 910 con tipo no valido: invalid"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=913, fecha=2024-04-06, monto=500, tipo='invalid'}","Transaccion 913 con tipo no valido: invalid"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=915, fecha=2024-01-21, monto=-200, tipo='invalid'}","Transaccion 915 con tipo no valido: invalid"
taskExecutor-3,READ,FlatFileParseException,"909,2024-13-01,800,credito","Parsing error at line: 910 in resource=[class path resource [data/transacciones.csv]], input=[909,2024-13-01,800,credito]"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=916, fecha=2024-12-24, monto=700, tipo='invalid'}","Transaccion 916 con tipo no valido: invalid"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=918, fecha=2024-01-22, monto=-200, tipo='invalid'}","Transaccion 918 con tipo no valido: invalid"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=921, fecha=2024-09-24, monto=null, tipo='credito'}","Transaccion incompleta: Transaccion{id=921, fecha=2024-09-24, monto=null, tipo='credito'}"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=923, fecha=2024-12-20, monto=null, tipo='desconocido'}","Transaccion incompleta: Transaccion{id=923, fecha=2024-12-20, monto=null, tipo='desconocido'}"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=924, fecha=2024-10-30, monto=null, tipo='debito'}","Transaccion incompleta: Transaccion{id=924, fecha=2024-10-30, monto=null, tipo='debito'}"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=925, fecha=2024-11-04, monto=null, tipo='credito'}","Transaccion incompleta: Transaccion{id=925, fecha=2024-11-04, monto=null, tipo='credito'}"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=926, fecha=2024-01-23, monto=700, tipo='invalid'}","Transaccion 926 con tipo no valido: invalid"
taskExecutor-3,READ,FlatFileParseException,"917,2024-13-01,800,credito","Parsing error at line: 918 in resource=[class path resource [data/transacciones.csv]], input=[917,2024-13-01,800,credito]"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=928, fecha=2024-04-14, monto=1500, tipo='invalid'}","Transaccion 928 con tipo no valido: invalid"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=931, fecha=2024-12-08, monto=null, tipo='debito'}","Transaccion incompleta: Transaccion{id=931, fecha=2024-12-08, monto=null, tipo='debito'}"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=933, fecha=2024-08-01, monto=-200, tipo='invalid'}","Transaccion 933 con tipo no valido: invalid"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=934, fecha=2024-08-02, monto=null, tipo='credito'}","Transaccion incompleta: Transaccion{id=934, fecha=2024-08-02, monto=null, tipo='credito'}"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=935, fecha=2024-08-26, monto=1000, tipo='invalid'}","Transaccion 935 con tipo no valido: invalid"
taskExecutor-3,READ,FlatFileParseException,"927,2024-13-01,,credito","Parsing error at line: 928 in resource=[class path resource [data/transacciones.csv]], input=[927,2024-13-01,,credito]"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=938, fecha=2024-10-08, monto=800, tipo='invalid'}","Transaccion 938 con tipo no valido: invalid"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=941, fecha=2024-01-14, monto=null, tipo='invalid'}","Transaccion incompleta: Transaccion{id=941, fecha=2024-01-14, monto=null, tipo='invalid'}"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=944, fecha=2024-07-20, monto=null, tipo='credito'}","Transaccion incompleta: Transaccion{id=944, fecha=2024-07-20, monto=null, tipo='credito'}"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=949, fecha=2024-09-15, monto=1000, tipo='desconocido'}","Transaccion 949 con tipo no valido: desconocido"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=950, fecha=2024-10-14, monto=1000, tipo='debito'}","Transaccion duplicada omitida: Transaccion{id=950, fecha=2024-10-14, monto=1000, tipo='debito'}"
