hilo,fase,tipoError,item,error
taskExecutor-3,READ,FlatFileParseException,"702,2024-13-01,,debito","Parsing error at line: 703 in resource=[class path resource [data/transacciones.csv]], input=[702,2024-13-01,,debito]"
taskExecutor-1,READ,FlatFileParseException,"50,2024-13-01,1200,debito","Parsing error at line: 51 in resource=[class path resource [data/transacciones.csv]], input=[50,2024-13-01,1200,debito]"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=383, fecha=2024-01-26, monto=800, tipo='invalid'}","Transaccion 383 con tipo no valido: invalid"
taskExecutor-1,PROCESS,InvalidDataException,"Transaccion{id=57, fecha=2024-07-27, monto=-200, tipo='invalid'}","Transaccion 57 con tipo no valido: invalid"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=713, fecha=2024-07-12, monto=null, tipo='invalid'}","Transaccion incompleta: Transaccion{id=713, fecha=2024-07-12, monto=null, tipo='invalid'}"
taskExecutor-1,PROCESS,InvalidDataException,"Transaccion{id=60, fecha=2024-04-04, monto=-200, tipo='invalid'}","Transaccion 60 con tipo no valido: invalid"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=384, fecha=2024-05-30, monto=700, tipo='invalid'}","Transaccion 384 con tipo no valido: invalid"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=714, fecha=2024-06-21, monto=700, tipo='invalid'}","Transaccion 714 con tipo no valido: invalid"
taskExecutor-1,PROCESS,InvalidDataException,"Transaccion{id=65, fecha=2024-10-16, monto=null, tipo='debito'}","Transaccion incompleta: Transaccion{id=65, fecha=2024-10-16, monto=null, tipo='debito'}"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=385, fecha=2024-07-27, monto=1500, tipo='invalid'}","Transaccion 385 con tipo no valido: invalid"
taskExecutor-1,PROCESS,InvalidDataException,"Transaccion{id=66, fecha=2024-05-28, monto=1500, tipo='invalid'}","Transaccion 66 con tipo no valido: invalid"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=715, fecha=2024-07-07, monto=700, tipo='invalid'}","Transaccion 715 con tipo no valido: invalid"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=386, fecha=2024-01-01, monto=-200, tipo='desconocido'}","Transaccion 386 con tipo no valido: desconocido"
taskExecutor-1,PROCESS,InvalidDataException,"Transaccion{id=68, fecha=2024-01-11, monto=3000, tipo='desconocido'}","Transaccion 68 con tipo no valido: desconocido"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=387, fecha=2024-07-10, monto=3000, tipo='invalid'}","Transaccion 387 con tipo no valido: invalid"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=717, fecha=2024-03-22, monto=1200, tipo='desconocido'}","Transaccion 717 con tipo no valido: desconocido"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=388, fecha=2024-09-14, monto=null, tipo='debito'}","Transaccion incompleta: Transaccion{id=388, fecha=2024-09-14, monto=null, tipo='debito'}"
taskExecutor-1,PROCESS,InvalidDataException,"Transaccion{id=69, fecha=2024-09-29, monto=1500, tipo='invalid'}","Transaccion 69 con tipo no valido: invalid"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=389, fecha=2024-11-19, monto=null, tipo='credito'}","Transaccion incompleta: Transaccion{id=389, fecha=2024-11-19, monto=null, tipo='credito'}"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=718, fecha=2024-08-25, monto=700, tipo='invalid'}","Transaccion 718 con tipo no valido: invalid"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=396, fecha=2024-05-23, monto=null, tipo='debito'}","Transaccion incompleta: Transaccion{id=396, fecha=2024-05-23, monto=null, tipo='debito'}"
taskExecutor-1,PROCESS,InvalidDataException,"Transaccion{id=70, fecha=2024-09-18, monto=null, tipo='desconocido'}","Transaccion incompleta: Transaccion{id=70, fecha=2024-09-18, monto=null, tipo='desconocido'}"
taskExecutor-2,READ,FlatFileParseException,"393,2024-13-01,800,credito","Parsing error at line: 394 in resource=[class path resource [data/transacciones.csv]], input=[393,2024-13-01,800,credito]"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=719, fecha=2024-09-04, monto=1000, tipo='invalid'}","Transaccion 719 con tipo no valido: invalid"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=398, fecha=2024-05-09, monto=1000, tipo='invalid'}","Transaccion 398 con tipo no valido: invalid"
taskExecutor-1,PROCESS,InvalidDataException,"Transaccion{id=72, fecha=2024-03-01, monto=-200, tipo='invalid'}","Transaccion 72 con tipo no valido: invalid"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=402, fecha=2024-07-16, monto=null, tipo='credito'}","Transaccion incompleta: Transaccion{id=402, fecha=2024-07-16, monto=null, tipo='credito'}"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=720, fecha=2024-11-27, monto=1500, tipo='desconocido'}","Transaccion 720 con tipo no valido: desconocido"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=404, fecha=2024-10-13, monto=null, tipo='credito'}","Transaccion incompleta: Transaccion{id=404, fecha=2024-10-13, monto=null, tipo='credito'}"
taskExecutor-1,PROCESS,InvalidDataException,"Transaccion{id=74, fecha=2024-07-30, monto=1000, tipo='invalid'}","Transaccion 74 con tipo no valido: invalid"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=406, fecha=2024-03-24, monto=700, tipo='desconocido'}","Transaccion 406 con tipo no valido: desconocido"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=721, fecha=2024-05-25, monto=null, tipo='debito'}","Transaccion incompleta: Transaccion{id=721, fecha=2024-05-25, monto=null, tipo='debito'}"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=407, fecha=2024-09-21, monto=-200, tipo='desconocido'}","Transaccion 407 con tipo no valido: desconocido"
taskExecutor-1,PROCESS,InvalidDataException,"Transaccion{id=79, fecha=2024-06-02, monto=null, tipo='invalid'}","Transaccion incompleta: Transaccion{id=79, fecha=2024-06-02, monto=null, tipo='invalid'}"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=410, fecha=2024-11-23, monto=1500, tipo='invalid'}","Transaccion 410 con tipo no valido: invalid"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=725, fecha=2024-02-06, monto=1000, tipo='desconocido'}","Transaccion 725 con tipo no valido: desconocido"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=412, fecha=2024-12-06, monto=1000, tipo='invalid'}","Transaccion 412 con tipo no valido: invalid"
taskExecutor-1,PROCESS,InvalidDataException,"Transaccion{id=80, fecha=2024-04-16, monto=1200, tipo='invalid'}","Transaccion 80 con tipo no valido: invalid"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=413, fecha=2024-10-21, monto=1500, tipo='invalid'}","Transaccion 413 con tipo no valido: invalid"
taskExecutor-3,READ,FlatFileParseException,"716,2024-13-01,-200,debito","Parsing error at line: 717 in resource=[class path resource [data/transacciones.csv]], input=[716,2024-13-01,-200,debito]"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=414, fecha=2024-08-07, monto=null, tipo='debito'}","Transaccion incompleta: Transaccion{id=414, fecha=2024-08-07, monto=null, tipo='debito'}"
taskExecutor-1,PROCESS,InvalidDataException,"Transaccion{id=81, fecha=2024-06-18, monto=null, tipo='invalid'}","Transaccion incompleta: Transaccion{id=81, fecha=2024-06-18, monto=null, tipo='invalid'}"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=415, fecha=2024-06-29, monto=null, tipo='credito'}","Transaccion incompleta: Transaccion{id=415, fecha=2024-06-29, monto=null, tipo='credito'}"
taskExecutor-3,READ,FlatFileParseException,"722,2024-13-01,1200,credito","Parsing error at line: 723 in resource=[class path resource [data/transacciones.csv]], input=[722,2024-13-01,1200,credito]"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=416, fecha=2024-11-17, monto=null, tipo='desconocido'}","Transaccion incompleta: Transaccion{id=416, fecha=2024-11-17, monto=null, tipo='desconocido'}"
taskExecutor-1,READ,FlatFileParseException,"77,2024-13-01,3000,invalid","Parsing error at line: 78 in resource=[class path resource [data/transacciones.csv]], input=[77,2024-13-01,3000,invalid]"
taskExecutor-3,READ,FlatFileParseException,"724,2024-13-01,1200,debito","Parsing error at line: 725 in resource=[class path resource [data/transacciones.csv]], input=[724,2024-13-01,1200,debito]"
taskExecutor-1,PROCESS,InvalidDataException,"Transaccion{id=86, fecha=2024-11-04, monto=1500, tipo='invalid'}","Transaccion 86 con tipo no valido: invalid"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=417, fecha=2024-06-19, monto=null, tipo='debito'}","Transaccion incompleta: Transaccion{id=417, fecha=2024-06-19, monto=null, tipo='debito'}"
taskExecutor-1,PROCESS,InvalidDataException,"Transaccion{id=87, fecha=2024-10-22, monto=1200, tipo='invalid'}","Transaccion 87 con tipo no valido: invalid"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=728, fecha=2024-12-09, monto=1500, tipo='invalid'}","Transaccion 728 con tipo no valido: invalid"
taskExecutor-1,PROCESS,InvalidDataException,"Transaccion{id=90, fecha=2024-07-28, monto=700, tipo='invalid'}","Transaccion 90 con tipo no valido: invalid"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=418, fecha=2024-12-28, monto=null, tipo='credito'}","Transaccion incompleta: Transaccion{id=418, fecha=2024-12-28, monto=null, tipo='credito'}"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=731, fecha=2024-09-04, monto=null, tipo='credito'}","Transaccion incompleta: Transaccion{id=731, fecha=2024-09-04, monto=null, tipo='credito'}"
taskExecutor-1,PROCESS,InvalidDataException,"Transaccion{id=98, fecha=2024-07-05, monto=1200, tipo='invalid'}","Transaccion 98 con tipo no valido: invalid"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=422, fecha=2024-09-09, monto=-200, tipo='credito'}","Transaccion duplicada omitida: Transaccion{id=422, fecha=2024-09-09, monto=-200, tipo='credito'}"
taskExecutor-1,PROCESS,InvalidDataException,"Transaccion{id=100, fecha=2024-06-15, monto=null, tipo='debito'}","Transaccion incompleta: Transaccion{id=100, fecha=2024-06-15, monto=null, tipo='debito'}"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=733, fecha=2024-03-18, monto=1000, tipo='desconocido'}","Transaccion 733 con tipo no valido: desconocido"
taskExecutor-1,PROCESS,InvalidDataException,"Transaccion{id=105, fecha=2024-12-13, monto=3000, tipo='invalid'}","Transaccion 105 con tipo no valido: invalid"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=423, fecha=2024-08-28, monto=800, tipo='invalid'}","Transaccion 423 con tipo no valido: invalid"
taskExecutor-1,PROCESS,InvalidDataException,"Transaccion{id=107, fecha=2024-01-16, monto=700, tipo='invalid'}","Transaccion 107 con tipo no valido: invalid"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=736, fecha=2024-05-11, monto=1500, tipo='desconocido'}","Transaccion 736 con tipo no valido: desconocido"
taskExecutor-1,PROCESS,InvalidDataException,"Transaccion{id=108, fecha=2024-02-28, monto=-200, tipo='invalid'}","Transaccion 108 con tipo no valido: invalid"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=425, fecha=2024-01-09, monto=1200, tipo='invalid'}","Transaccion 425 con tipo no valido: invalid"
taskExecutor-1,PROCESS,InvalidDataException,"Transaccion{id=109, fecha=2024-09-15, monto=1200, tipo='invalid'}","Transaccion 109 con tipo no valido: invalid"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=737, fecha=2024-03-17, monto=800, tipo='invalid'}","Transaccion 737 con tipo no valido: invalid"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=427, fecha=2024-12-27, monto=null, tipo='invalid'}","Transaccion incompleta: Transaccion{id=427, fecha=2024-12-27, monto=null, tipo='invalid'}"
taskExecutor-1,PROCESS,InvalidDataException,"Transaccion{id=114, fecha=2024-02-01, monto=700, tipo='invalid'}","Transaccion 114 con tipo no valido: invalid"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=429, fecha=2024-09-27, monto=null, tipo='invalid'}","Transaccion incompleta: Transaccion{id=429, fecha=2024-09-27, monto=null, tipo='invalid'}"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=738, fecha=2024-06-30, monto=3000, tipo='invalid'}","Transaccion 738 con tipo no valido: invalid"
taskExecutor-1,PROCESS,InvalidDataException,"Transaccion{id=116, fecha=2024-10-03, monto=1500, tipo='invalid'}","Transaccion 116 con tipo no valido: invalid"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=430, fecha=2024-05-07, monto=1000, tipo='invalid'}","Transaccion 430 con tipo no valido: invalid"
taskExecutor-1,PROCESS,InvalidDataException,"Transaccion{id=118, fecha=2024-08-27, monto=null, tipo='invalid'}","Transaccion incompleta: Transaccion{id=118, fecha=2024-08-27, monto=null, tipo='invalid'}"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=739, fecha=2024-03-20, monto=3000, tipo='invalid'}","Transaccion 739 con tipo no valido: invalid"
taskExecutor-1,PROCESS,InvalidDataException,"Transaccion{id=119, fecha=2024-12-06, monto=null, tipo='debito'}","Transaccion incompleta: Transaccion{id=119, fecha=2024-12-06, monto=null, tipo='debito'}"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=431, fecha=2024-05-04, monto=-200, tipo='desconocido'}","Transaccion 431 con tipo no valido: desconocido"
taskExecutor-1,PROCESS,InvalidDataException,"Transaccion{id=122, fecha=2024-08-26, monto=800, tipo='invalid'}","Transaccion 122 con tipo no valido: invalid"
taskExecutor-3,PROCESS,InvalidDataException,"Transaccion{id=742, fecha=2024-05-14, monto=3000, tipo='invalid'}","Transaccion 742 con tipo no valido: invalid"
taskExecutor-1,PROCESS,InvalidDataException,"Transaccion{id=124, fecha=2024-08-22, monto=null, tipo='invalid'}","Transaccion incompleta: Transaccion{id=124, fecha=2024-08-22, monto=null, tipo='invalid'}"
