hilo,fase,tipoError,item,error
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=111, nombre='Steve Rogers', tipo='-1', saldo=10000}","Cuenta incompleta: CuentaInteres{cuentaId=111, nombre='Steve Rogers', tipo='-1', saldo=10000}"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=147, nombre='John Doe', tipo='ahorro', saldo=null}","Cuenta 147 con saldo no positivo"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=133, nombre='John Doe', tipo='hipoteca', saldo=10000}","Cuenta incompleta: CuentaInteres{cuentaId=133, nombre='John Doe', tipo='hipoteca', saldo=10000}"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=132, nombre='Diana Prince', tipo='-1', saldo=7000}","Cuenta incompleta: CuentaInteres{cuentaId=132, nombre='Diana Prince', tipo='-1', saldo=7000}"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=104, nombre='Steve Rogers', tipo='hipoteca', saldo=null}","Cuenta incompleta: CuentaInteres{cuentaId=104, nombre='Steve Rogers', tipo='hipoteca', saldo=null}"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=108, nombre='Alice Brown', tipo='prestamo', saldo=null}","Cuenta 108 con saldo no positivo"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=116, nombre='Steve Rogers', tipo='hipoteca', saldo=7000}","Cuenta 116 con edad invalida: 150"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=103, nombre='John Doe', tipo='hipoteca', saldo=null}","Cuenta 103 con saldo no positivo"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=120, nombre='Jane Smith', tipo='ahorro', saldo=5000}","Cuenta incompleta: CuentaInteres{cuentaId=120, nombre='Jane Smith', tipo='ahorro', saldo=5000}"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=109, nombre='Alice Brown', tipo='hipoteca', saldo=null}","Cuenta 109 con edad invalida: 150"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=135, nombre='Charlie Green', tipo='prestamo', saldo=12000}","Cuenta incompleta: CuentaInteres{cuentaId=135, nombre='Charlie Green', tipo='prestamo', saldo=12000}"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=129, nombre='Diana Prince', tipo='hipoteca', saldo=null}","Cuenta 129 con saldo no positivo"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=130, nombre='John Doe', tipo='ahorro', saldo=null}","Cuenta 130 con saldo no positivo"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=144, nombre='Steve Rogers', tipo='prestamo', saldo=10000}","Cuenta incompleta: CuentaInteres{cuentaId=144, nombre='Steve Rogers', tipo='prestamo', saldo=10000}"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=120, nombre='Jane Smith', tipo='prestamo', saldo=null}","Cuenta 120 con saldo no positivo"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=101, nombre='John Doe', tipo='prestamo', saldo=10000}","Cuenta duplicada: CuentaInteres{cuentaId=101, nombre='John Doe', tipo='prestamo', saldo=10000}"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=102, nombre='Jane Smith', tipo='hipoteca', saldo=null}","Cuenta 102 con edad invalida: 150"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=145, nombre='Alice Brown', tipo='hipoteca', saldo=null}","Cuenta 145 con saldo no positivo"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=121, nombre='Diana Prince', tipo='prestamo', saldo=7000}","Cuenta duplicada: CuentaInteres{cuentaId=121, nombre='Diana Prince', tipo='prestamo', saldo=7000}"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=137, nombre='Jane Smith', tipo='-1', saldo=8000}","Cuenta incompleta: CuentaInteres{cuentaId=137, nombre='Jane Smith', tipo='-1', saldo=8000}"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=130, nombre='Alice Brown', tipo='-1', saldo=null}","Cuenta 130 con saldo no positivo"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=126, nombre='Bob Johnson', tipo='ahorro', saldo=null}","Cuenta incompleta: CuentaInteres{cuentaId=126, nombre='Bob Johnson', tipo='ahorro', saldo=null}"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=129, nombre='Jane Smith', tipo='-1', saldo=10000}","Cuenta incompleta: CuentaInteres{cuentaId=129, nombre='Jane Smith', tipo='-1', saldo=10000}"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=124, nombre='Steve Rogers', tipo='hipoteca', saldo=7000}","Cuenta incompleta: CuentaInteres{cuentaId=124, nombre='Steve Rogers', tipo='hipoteca', saldo=7000}"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=110, nombre='Alice Brown', tipo='-1', saldo=7000}","Cuenta incompleta: CuentaInteres{cuentaId=110, nombre='Alice Brown', tipo='-1', saldo=7000}"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=139, nombre='Jane Smith', tipo='-1', saldo=null}","Cuenta 139 con saldo no positivo"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=113, nombre='John Doe', tipo='prestamo', saldo=null}","Cuenta 113 con saldo no positivo"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=140, nombre='Charlie Green', tipo='prestamo', saldo=5000}","Cuenta incompleta: CuentaInteres{cuentaId=140, nombre='Charlie Green', tipo='prestamo', saldo=5000}"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=113, nombre='Alice Brown', tipo='-1', saldo=7000}","Cuenta 113 con edad invalida: 150"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=114, nombre='Bob Johnson', tipo='-1', saldo=7000}","Cuenta incompleta: CuentaInteres{cuentaId=114, nombre='Bob Johnson', tipo='-1', saldo=7000}"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=102, nombre='Bob Johnson', tipo='hipoteca', saldo=5000}","Cuenta 102 con edad invalida: 150"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=143, nombre='Charlie Green', tipo='-1', saldo=null}","Cuenta 143 con saldo no positivo"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=107, nombre='Alice Brown', tipo='hipoteca', saldo=7000}","Cuenta incompleta: CuentaInteres{cuentaId=107, nombre='Alice Brown', tipo='hipoteca', saldo=7000}"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=107, nombre='Bob Johnson', tipo='hipoteca', saldo=null}","Cuenta 107 con saldo no positivo"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=142, nombre='Steve Rogers', tipo='ahorro', saldo=null}","Cuenta 142 con saldo no positivo"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=148, nombre='Charlie Green', tipo='ahorro', saldo=8000}","Cuenta incompleta: CuentaInteres{cuentaId=148, nombre='Charlie Green', tipo='ahorro', saldo=8000}"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=144, nombre='Bob Johnson', tipo='unknown', saldo=10000}","Cuenta incompleta: CuentaInteres{cuentaId=144, nombre='Bob Johnson', tipo='unknown', saldo=10000}"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=114, nombre='Steve Rogers', tipo='unknown', saldo=10000}","Cuenta incompleta: CuentaInteres{cuentaId=114, nombre='Steve Rogers', tipo='unknown', saldo=10000}"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=103, nombre='Jane Smith', tipo='ahorro', saldo=5000}","Cuenta incompleta: CuentaInteres{cuentaId=103, nombre='Jane Smith', tipo='ahorro', saldo=5000}"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=125, nombre='John Doe', tipo='-1', saldo=null}","Cuenta 125 con saldo no positivo"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=150, nombre='Jane Smith', tipo='hipoteca', saldo=8000}","Cuenta 150 con edad invalida: 150"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=137, nombre='Jane Smith', tipo='ahorro', saldo=7000}","Cuenta 137 con edad invalida: 150"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=145, nombre='Steve Rogers', tipo='-1', saldo=null}","Cuenta 145 con saldo no positivo"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=117, nombre='Diana Prince', tipo='hipoteca', saldo=12000}","Cuenta incompleta: CuentaInteres{cuentaId=117, nombre='Diana Prince', tipo='hipoteca', saldo=12000}"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=131, nombre='Bob Johnson', tipo='-1', saldo=10000}","Cuenta incompleta: CuentaInteres{cuentaId=131, nombre='Bob Johnson', tipo='-1', saldo=10000}"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=132, nombre='Unknown', tipo='prestamo', saldo=12000}","Cuenta incompleta: CuentaInteres{cuentaId=132, nombre='Unknown', tipo='prestamo', saldo=12000}"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=146, nombre='Bob Johnson', tipo='-1', saldo=null}","Cuenta 146 con saldo no positivo"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=137, nombre='Alice Brown', tipo='-1', saldo=8000}","Cuenta incompleta: CuentaInteres{cuentaId=137, nombre='Alice Brown', tipo='-1', saldo=8000}"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=109, nombre='Unknown', tipo='-1', saldo=null}","Cuenta 109 con saldo no positivo"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=118, nombre='John Doe', tipo='hipoteca', saldo=null}","Cuenta 118 con saldo no positivo"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=121, nombre='John Doe', tipo='ahorro', saldo=null}","Cuenta 121 con saldo no positivo"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=105, nombre='Bob Johnson', tipo='ahorro', saldo=8000}","Cuenta duplicada: CuentaInteres{cuentaId=105, nombre='Bob Johnson', tipo='ahorro', saldo=8000}"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=119, nombre='John Doe', tipo='ahorro', saldo=8000}","Cuenta incompleta: CuentaInteres{cuentaId=119, nombre='John Doe', tipo='ahorro', saldo=8000}"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=122, nombre='Diana Prince', tipo='ahorro', saldo=7000}","Cuenta incompleta: CuentaInteres{cuentaId=122, nombre='Diana Prince', tipo='ahorro', saldo=7000}"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=113, nombre='John Doe', tipo='ahorro', saldo=12000}","Cuenta incompleta: CuentaInteres{cuentaId=113, nombre='John Doe', tipo='ahorro', saldo=12000}"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=111, nombre='Steve Rogers', tipo='hipoteca', saldo=null}","Cuenta incompleta: CuentaInteres{cuentaId=111, nombre='Steve Rogers', tipo='hipoteca', saldo=null}"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=114, nombre='Diana Prince', tipo='ahorro', saldo=null}","Cuenta incompleta: CuentaInteres{cuentaId=114, nombre='Diana Prince', tipo='ahorro', saldo=null}"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=150, nombre='Alice Brown', tipo='ahorro', saldo=7000}","Cuenta duplicada: CuentaInteres{cuentaId=150, nombre='Alice Brown', tipo='ahorro', saldo=7000}"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=103, nombre='John Doe', tipo='prestamo', saldo=5000}","Cuenta incompleta: CuentaInteres{cuentaId=103, nombre='John Doe', tipo='prestamo', saldo=5000}"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=124, nombre='John Doe', tipo='hipoteca', saldo=7000}","Cuenta incompleta: CuentaInteres{cuentaId=124, nombre='John Doe', tipo='hipoteca', saldo=7000}"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=140, nombre='Alice Brown', tipo='prestamo', saldo=5000}","Cuenta duplicada: CuentaInteres{cuentaId=140, nombre='Alice Brown', tipo='prestamo', saldo=5000}"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=128, nombre='Diana Prince', tipo='hipoteca', saldo=null}","Cuenta 128 con saldo no positivo"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=133, nombre='Alice Brown', tipo='hipoteca', saldo=null}","Cuenta incompleta: CuentaInteres{cuentaId=133, nombre='Alice Brown', tipo='hipoteca', saldo=null}"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=138, nombre='Alice Brown', tipo='prestamo', saldo=8000}","Cuenta duplicada: CuentaInteres{cuentaId=138, nombre='Alice Brown', tipo='prestamo', saldo=8000}"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=143, nombre='Diana Prince', tipo='unknown', saldo=null}","Cuenta 143 con saldo no positivo"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=116, nombre='Diana Prince', tipo='hipoteca', saldo=null}","Cuenta 116 con saldo no positivo"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=107, nombre='Alice Brown', tipo='hipoteca', saldo=10000}","Cuenta incompleta: CuentaInteres{cuentaId=107, nombre='Alice Brown', tipo='hipoteca', saldo=10000}"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=111, nombre='John Doe', tipo='ahorro', saldo=null}","Cuenta incompleta: CuentaInteres{cuentaId=111, nombre='John Doe', tipo='ahorro', saldo=null}"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=116, nombre='Bob Johnson', tipo='-1', saldo=null}","Cuenta 116 con saldo no positivo"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=133, nombre='John Doe', tipo='ahorro', saldo=null}","Cuenta 133 con saldo no positivo"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=109, nombre='Diana Prince', tipo='hipoteca', saldo=null}","Cuenta incompleta: CuentaInteres{cuentaId=109, nombre='Diana Prince', tipo='hipoteca', saldo=null}"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=135, nombre='John Doe', tipo='-1', saldo=10000}","Cuenta incompleta: CuentaInteres{cuentaId=135, nombre='John Doe', tipo='-1', saldo=10000}"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=102, nombre='Jane Smith', tipo='prestamo', saldo=5000}","Cuenta duplicada: CuentaInteres{cuentaId=102, nombre='Jane Smith', tipo='prestamo', saldo=5000}"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=110, nombre='Steve Rogers', tipo='hipoteca', saldo=null}","Cuenta incompleta: CuentaInteres{cuentaId=110, nombre='Steve Rogers', tipo='hipoteca', saldo=null}"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=112, nombre='Jane Smith', tipo='ahorro', saldo=10000}","Cuenta incompleta: CuentaInteres{cuentaId=112, nombre='Jane Smith', tipo='ahorro', saldo=10000}"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=104, nombre='Jane Smith', tipo='-1', saldo=8000}","Cuenta incompleta: CuentaInteres{cuentaId=104, nombre='Jane Smith', tipo='-1', saldo=8000}"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=120, nombre='Steve Rogers', tipo='prestamo', saldo=null}","Cuenta 120 con saldo no positivo"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=126, nombre='Alice Brown', tipo='prestamo', saldo=8000}","Cuenta incompleta: CuentaInteres{cuentaId=126, nombre='Alice Brown', tipo='prestamo', saldo=8000}"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=124, nombre='Steve Rogers', tipo='-1', saldo=null}","Cuenta 124 con saldo no positivo"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=127, nombre='Charlie Green', tipo='ahorro', saldo=5000}","Cuenta 127 con edad invalida: 150"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=114, nombre='Steve Rogers', tipo='unknown', saldo=null}","Cuenta 114 con saldo no positivo"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=111, nombre='Bob Johnson', tipo='prestamo', saldo=null}","Cuenta incompleta: CuentaInteres{cuentaId=111, nombre='Bob Johnson', tipo='prestamo', saldo=null}"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=147, nombre='Charlie Green', tipo='hipoteca', saldo=10000}","Cuenta 147 con edad invalida: 150"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=104, nombre='Diana Prince', tipo='ahorro', saldo=null}","Cuenta 104 con saldo no positivo"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=115, nombre='Diana Prince', tipo='hipoteca', saldo=null}","Cuenta incompleta: CuentaInteres{cuentaId=115, nombre='Diana Prince', tipo='hipoteca', saldo=null}"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=131, nombre='Charlie Green', tipo='-1', saldo=10000}","Cuenta incompleta: CuentaInteres{cuentaId=131, nombre='Charlie Green', tipo='-1', saldo=10000}"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=143, nombre='Bob Johnson', tipo='ahorro', saldo=10000}","Cuenta duplicada: CuentaInteres{cuentaId=143, nombre='Bob Johnson', tipo='ahorro', saldo=10000}"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=114, nombre='Diana Prince', tipo='prestamo', saldo=null}","Cuenta incompleta: CuentaInteres{cuentaId=114, nombre='Diana Prince', tipo='prestamo', saldo=null}"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=139, nombre='Steve Rogers', tipo='ahorro', saldo=null}","Cuenta incompleta: CuentaInteres{cuentaId=139, nombre='Steve Rogers', tipo='ahorro', saldo=null}"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=119, nombre='Steve Rogers', tipo='hipoteca', saldo=5000}","Cuenta incompleta: CuentaInteres{cuentaId=119, nombre='Steve Rogers', tipo='hipoteca', saldo=5000}"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=104, nombre='Steve Rogers', tipo='-1', saldo=null}","Cuenta 104 con saldo no positivo"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=128, nombre='John Doe', tipo='prestamo', saldo=8000}","Cuenta 128 con edad invalida: 150"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=120, nombre='Steve Rogers', tipo='ahorro', saldo=7000}","Cuenta duplicada: CuentaInteres{cuentaId=120, nombre='Steve Rogers', tipo='ahorro', saldo=7000}"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=116, nombre='John Doe', tipo='unknown', saldo=12000}","Cuenta incompleta: CuentaInteres{cuentaId=116, nombre='John Doe', tipo='unknown', saldo=12000}"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=133, nombre='Steve Rogers', tipo='ahorro', saldo=null}","Cuenta 133 con edad invalida: 150"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=118, nombre='Charlie Green', tipo='prestamo', saldo=12000}","Cuenta 118 con edad invalida: 150"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=134, nombre='Alice Brown', tipo='-1', saldo=null}","Cuenta 134 con saldo no positivo"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=120, nombre='Charlie Green', tipo='prestamo', saldo=7000}","Cuenta 120 con edad invalida: 150"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=132, nombre='Alice Brown', tipo='ahorro', saldo=12000}","Cuenta incompleta: CuentaInteres{cuentaId=132, nombre='Alice Brown', tipo='ahorro', saldo=12000}"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=143, nombre='Alice Brown', tipo='prestamo', saldo=null}","Cuenta 143 con saldo no positivo"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=104, nombre='Steve Rogers', tipo='-1', saldo=null}","Cuenta 104 con saldo no positivo"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=141, nombre='Jane Smith', tipo='prestamo', saldo=null}","Cuenta 141 con saldo no positivo"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=112, nombre='Diana Prince', tipo='-1', saldo=10000}","Cuenta incompleta: CuentaInteres{cuentaId=112, nombre='Diana Prince', tipo='-1', saldo=10000}"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=142, nombre='Bob Johnson', tipo='hipoteca', saldo=null}","Cuenta 142 con saldo no positivo"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=131, nombre='Steve Rogers', tipo='-1', saldo=null}","Cuenta 131 con saldo no positivo"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=102, nombre='John Doe', tipo='-1', saldo=12000}","Cuenta incompleta: CuentaInteres{cuentaId=102, nombre='John Doe', tipo='-1', saldo=12000}"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=137, nombre='Alice Brown', tipo='-1', saldo=null}","Cuenta 137 con saldo no positivo"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=143, nombre='Unknown', tipo='ahorro', saldo=7000}","Cuenta incompleta: CuentaInteres{cuentaId=143, nombre='Unknown', tipo='ahorro', saldo=7000}"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=140, nombre='Steve Rogers', tipo='prestamo', saldo=5000}","Cuenta 140 con edad invalida: 150"
taskExecutor-2,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=143, nombre='Alice Brown', tipo='ahorro', saldo=8000}","Cuenta duplicada: CuentaInteres{cuentaId=143, nombre='Alice Brown', tipo='ahorro', saldo=8000}"
