hilo,fase,tipoError,item,error
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=111, fecha=2024-04-18, transaccion='compra', monto=-100}","Monto no positivo en estado de cuenta (cuenta 111): -100"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=105, fecha=2024-04-29, transaccion='compra', monto=-100}","Monto no positivo en estado de cuenta (cuenta 105): -100"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=110, fecha=2024-07-02, transaccion='pago', monto=2500}","Tipo de transaccion anual no valido: pago"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=104, fecha=2024-07-28, transaccion='deposito', monto=-500}","Monto no positivo en estado de cuenta (cuenta 104): -500"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=114, fecha=2024-11-14, transaccion='deposito', monto=-100}","Monto no positivo en estado de cuenta (cuenta 114): -100"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=110, fecha=2024-09-09, transaccion='retiro', monto=-100}","Monto no positivo en estado de cuenta (cuenta 110): -100"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=103, fecha=2024-06-05, transaccion='deposito', monto=-100}","Monto no positivo en estado de cuenta (cuenta 103): -100"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=109, fecha=2024-09-23, transaccion='retiro', monto=-500}","Monto no positivo en estado de cuenta (cuenta 109): -500"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=110, fecha=2024-03-10, transaccion='retiro', monto=-100}","Monto no positivo en estado de cuenta (cuenta 110): -100"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=105, fecha=2024-05-16, transaccion='deposito', monto=-500}","Monto no positivo en estado de cuenta (cuenta 105): -500"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=103, fecha=2024-01-17, transaccion='compra', monto=-100}","Monto no positivo en estado de cuenta (cuenta 103): -100"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=103, fecha=2024-09-28, transaccion='deposito', monto=-100}","Monto no positivo en estado de cuenta (cuenta 103): -100"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=119, fecha=2024-01-29, transaccion='deposito', monto=0}","Monto no positivo en estado de cuenta (cuenta 119): 0"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=114, fecha=2024-04-10, transaccion='deposito', monto=-500}","Monto no positivo en estado de cuenta (cuenta 114): -500"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=120, fecha=2024-09-15, transaccion='retiro', monto=-500}","Monto no positivo en estado de cuenta (cuenta 120): -500"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=108, fecha=2024-11-17, transaccion='retiro', monto=-100}","Monto no positivo en estado de cuenta (cuenta 108): -100"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=116, fecha=2024-10-15, transaccion='compra', monto=-100}","Monto no positivo en estado de cuenta (cuenta 116): -100"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=106, fecha=2024-11-11, transaccion='deposito', monto=-500}","Monto no positivo en estado de cuenta (cuenta 106): -500"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=115, fecha=2024-06-24, transaccion='deposito', monto=-500}","Monto no positivo en estado de cuenta (cuenta 115): -500"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=108, fecha=2024-07-08, transaccion='retiro', monto=-100}","Monto no positivo en estado de cuenta (cuenta 108): -100"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=110, fecha=2024-08-08, transaccion='compra', monto=-500}","Monto no positivo en estado de cuenta (cuenta 110): -500"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=110, fecha=2024-02-08, transaccion='compra', monto=null}","Movimiento anual incompleto: MovimientoAnual{cuentaId=110, fecha=2024-02-08, transaccion='compra', monto=null}"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=105, fecha=2024-09-01, transaccion='deposito', monto=null}","Movimiento anual incompleto: MovimientoAnual{cuentaId=105, fecha=2024-09-01, transaccion='deposito', monto=null}"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=103, fecha=2024-09-29, transaccion='compra', monto=-100}","Monto no positivo en estado de cuenta (cuenta 103): -100"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=107, fecha=2024-01-24, transaccion='deposito', monto=-500}","Monto no positivo en estado de cuenta (cuenta 107): -500"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=116, fecha=2024-06-08, transaccion='deposito', monto=-500}","Monto no positivo en estado de cuenta (cuenta 116): -500"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=119, fecha=2024-09-29, transaccion='deposito', monto=-100}","Monto no positivo en estado de cuenta (cuenta 119): -100"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=113, fecha=2024-10-09, transaccion='compra', monto=-500}","Monto no positivo en estado de cuenta (cuenta 113): -500"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=105, fecha=2024-02-06, transaccion='retiro', monto=-100}","Monto no positivo en estado de cuenta (cuenta 105): -100"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=107, fecha=2024-10-17, transaccion='pago', monto=2500}","Tipo de transaccion anual no valido: pago"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=101, fecha=2024-04-03, transaccion='pago', monto=1500}","Tipo de transaccion anual no valido: pago"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=116, fecha=2024-03-19, transaccion='compra', monto=-500}","Monto no positivo en estado de cuenta (cuenta 116): -500"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=110, fecha=2024-06-06, transaccion='compra', monto=-100}","Monto no positivo en estado de cuenta (cuenta 110): -100"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=109, fecha=2024-07-15, transaccion='compra', monto=0}","Monto no positivo en estado de cuenta (cuenta 109): 0"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=108, fecha=2024-10-12, transaccion='pago', monto=-100}","Tipo de transaccion anual no valido: pago"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=101, fecha=2024-01-12, transaccion='compra', monto=-500}","Monto no positivo en estado de cuenta (cuenta 101): -500"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=114, fecha=2024-05-18, transaccion='deposito', monto=null}","Movimiento anual incompleto: MovimientoAnual{cuentaId=114, fecha=2024-05-18, transaccion='deposito', monto=null}"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=101, fecha=2024-05-25, transaccion='deposito', monto=-100}","Monto no positivo en estado de cuenta (cuenta 101): -100"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=114, fecha=2024-01-22, transaccion='deposito', monto=-500}","Monto no positivo en estado de cuenta (cuenta 114): -500"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=120, fecha=2024-02-07, transaccion='retiro', monto=-100}","Monto no positivo en estado de cuenta (cuenta 120): -100"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=112, fecha=2024-08-11, transaccion='deposito', monto=null}","Movimiento anual incompleto: MovimientoAnual{cuentaId=112, fecha=2024-08-11, transaccion='deposito', monto=null}"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=107, fecha=2024-02-07, transaccion='deposito', monto=null}","Movimiento anual incompleto: MovimientoAnual{cuentaId=107, fecha=2024-02-07, transaccion='deposito', monto=null}"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=101, fecha=2024-09-30, transaccion='deposito', monto=-500}","Monto no positivo en estado de cuenta (cuenta 101): -500"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=118, fecha=2024-05-20, transaccion='retiro', monto=null}","Movimiento anual incompleto: MovimientoAnual{cuentaId=118, fecha=2024-05-20, transaccion='retiro', monto=null}"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=107, fecha=2024-08-29, transaccion='deposito', monto=-100}","Monto no positivo en estado de cuenta (cuenta 107): -100"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=107, fecha=2024-12-03, transaccion='compra', monto=-500}","Monto no positivo en estado de cuenta (cuenta 107): -500"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=105, fecha=2024-04-22, transaccion='retiro', monto=-500}","Monto no positivo en estado de cuenta (cuenta 105): -500"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=107, fecha=2024-02-18, transaccion='pago', monto=2000}","Tipo de transaccion anual no valido: pago"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=101, fecha=2024-09-01, transaccion='compra', monto=null}","Movimiento anual incompleto: MovimientoAnual{cuentaId=101, fecha=2024-09-01, transaccion='compra', monto=null}"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=101, fecha=2024-11-24, transaccion='deposito', monto=-100}","Monto no positivo en estado de cuenta (cuenta 101): -100"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=104, fecha=2024-06-20, transaccion='compra', monto=-500}","Monto no positivo en estado de cuenta (cuenta 104): -500"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=109, fecha=2024-08-19, transaccion='retiro', monto=-500}","Monto no positivo en estado de cuenta (cuenta 109): -500"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=101, fecha=2024-05-27, transaccion='deposito', monto=null}","Movimiento anual incompleto: MovimientoAnual{cuentaId=101, fecha=2024-05-27, transaccion='deposito', monto=null}"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=113, fecha=2024-05-02, transaccion='compra', monto=-100}","Monto no positivo en estado de cuenta (cuenta 113): -100"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=102, fecha=2024-11-29, transaccion='compra', monto=null}","Movimiento anual incompleto: MovimientoAnual{cuentaId=102, fecha=2024-11-29, transaccion='compra', monto=null}"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=108, fecha=2024-01-22, transaccion='deposito', monto=-500}","Monto no positivo en estado de cuenta (cuenta 108): -500"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=112, fecha=2024-08-30, transaccion='deposito', monto=-500}","Monto no positivo en estado de cuenta (cuenta 112): -500"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=114, fecha=2024-05-17, transaccion='compra', monto=-100}","Monto no positivo en estado de cuenta (cuenta 114): -100"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=113, fecha=2024-02-13, transaccion='pago', monto=3000}","Tipo de transaccion anual no valido: pago"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=105, fecha=2024-01-08, transaccion='compra', monto=-100}","Monto no positivo en estado de cuenta (cuenta 105): -100"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=116, fecha=2024-12-18, transaccion='deposito', monto=null}","Movimiento anual incompleto: MovimientoAnual{cuentaId=116, fecha=2024-12-18, transaccion='deposito', monto=null}"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=110, fecha=2024-04-03, transaccion='deposito', monto=-100}","Monto no positivo en estado de cuenta (cuenta 110): -100"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=115, fecha=2024-10-17, transaccion='retiro', monto=-100}","Monto no positivo en estado de cuenta (cuenta 115): -100"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=107, fecha=2024-04-06, transaccion='retiro', monto=null}","Movimiento anual incompleto: MovimientoAnual{cuentaId=107, fecha=2024-04-06, transaccion='retiro', monto=null}"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=105, fecha=2024-10-07, transaccion='compra', monto=-100}","Monto no positivo en estado de cuenta (cuenta 105): -100"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=116, fecha=2024-09-06, transaccion='deposito', monto=-100}","Monto no positivo en estado de cuenta (cuenta 116): -100"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=118, fecha=2024-04-12, transaccion='deposito', monto=-100}","Monto no positivo en estado de cuenta (cuenta 118): -100"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=115, fecha=2024-01-10, transaccion='deposito', monto=-1000}","Monto no positivo en estado de cuenta (cuenta 115): -1000"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=108, fecha=2024-02-20, transaccion='retiro', monto=-100}","Monto no positivo en estado de cuenta (cuenta 108): -100"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=102, fecha=2024-12-17, transaccion='deposito', monto=-100}","Monto no positivo en estado de cuenta (cuenta 102): -100"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=114, fecha=2024-11-17, transaccion='compra', monto=-100}","Monto no positivo en estado de cuenta (cuenta 114): -100"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=117, fecha=2024-07-20, transaccion='compra', monto=-500}","Monto no positivo en estado de cuenta (cuenta 117): -500"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=111, fecha=2024-03-11, transaccion='deposito', monto=-500}","Monto no positivo en estado de cuenta (cuenta 111): -500"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=120, fecha=2024-08-12, transaccion='retiro', monto=-500}","Monto no positivo en estado de cuenta (cuenta 120): -500"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=116, fecha=2024-07-28, transaccion='compra', monto=-1000}","Monto no positivo en estado de cuenta (cuenta 116): -1000"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=115, fecha=2024-02-09, transaccion='compra', monto=0}","Monto no positivo en estado de cuenta (cuenta 115): 0"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=111, fecha=2024-04-27, transaccion='deposito', monto=-100}","Monto no positivo en estado de cuenta (cuenta 111): -100"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=104, fecha=2024-08-10, transaccion='deposito', monto=-500}","Monto no positivo en estado de cuenta (cuenta 104): -500"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=117, fecha=2024-04-19, transaccion='retiro', monto=null}","Movimiento anual incompleto: MovimientoAnual{cuentaId=117, fecha=2024-04-19, transaccion='retiro', monto=null}"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=107, fecha=2024-01-15, transaccion='deposito', monto=-100}","Monto no positivo en estado de cuenta (cuenta 107): -100"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=114, fecha=2024-02-19, transaccion='deposito', monto=-500}","Monto no positivo en estado de cuenta (cuenta 114): -500"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=105, fecha=2024-01-11, transaccion='pago', monto=2500}","Tipo de transaccion anual no valido: pago"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=102, fecha=2024-07-16, transaccion='deposito', monto=-500}","Monto no positivo en estado de cuenta (cuenta 102): -500"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=113, fecha=2024-11-13, transaccion='pago', monto=2000}","Tipo de transaccion anual no valido: pago"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=111, fecha=2024-12-27, transaccion='compra', monto=-500}","Monto no positivo en estado de cuenta (cuenta 111): -500"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=115, fecha=2024-12-01, transaccion='pago', monto=-100}","Tipo de transaccion anual no valido: pago"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=102, fecha=2024-02-09, transaccion='compra', monto=-100}","Monto no positivo en estado de cuenta (cuenta 102): -100"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=111, fecha=2024-03-07, transaccion='deposito', monto=null}","Movimiento anual incompleto: MovimientoAnual{cuentaId=111, fecha=2024-03-07, transaccion='deposito', monto=null}"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=113, fecha=2024-01-11, transaccion='compra', monto=-100}","Monto no positivo en estado de cuenta (cuenta 113): -100"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=113, fecha=2024-11-07, transaccion='compra', monto=-500}","Monto no positivo en estado de cuenta (cuenta 113): -500"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=105, fecha=2024-02-11, transaccion='pago', monto=1500}","Tipo de transaccion anual no valido: pago"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=111, fecha=2024-06-20, transaccion='compra', monto=-100}","Monto no positivo en estado de cuenta (cuenta 111): -100"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=112, fecha=2024-11-13, transaccion='deposito', monto=-500}","Monto no positivo en estado de cuenta (cuenta 112): -500"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=111, fecha=2024-12-11, transaccion='pago', monto=1500}","Tipo de transaccion anual no valido: pago"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=112, fecha=2024-12-27, transaccion='retiro', monto=-1000}","Monto no positivo en estado de cuenta (cuenta 112): -1000"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=106, fecha=2024-04-23, transaccion='compra', monto=-500}","Monto no positivo en estado de cuenta (cuenta 106): -500"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=104, fecha=2024-10-23, transaccion='compra', monto=-100}","Monto no positivo en estado de cuenta (cuenta 104): -100"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=112, fecha=2024-12-20, transaccion='retiro', monto=-500}","Monto no positivo en estado de cuenta (cuenta 112): -500"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=118, fecha=2024-04-28, transaccion='deposito', monto=-100}","Monto no positivo en estado de cuenta (cuenta 118): -100"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=117, fecha=2024-10-28, transaccion='deposito', monto=-100}","Monto no positivo en estado de cuenta (cuenta 117): -100"
taskExecutor-1,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=118, fecha=2024-05-20, transaccion='pago', monto=2000}","Tipo de transaccion anual no valido: pago"
